"ID","Name","Sex","Age","Height","Weight","Team","NOC","Games","Year","Season","City","Sport","Event","Medal"
"1546","Eirini Andili","F","17","167","45","Greece","GRE","2000 Summer","2000","Summer","Sydney","Rhythmic Gymnastics","Rhythmic Gymnastics Women's Group","Bronze"
"33449","Janet Beth Evans","F","17","167","54","United States","USA","1988 Summer","1988","Summer","Seoul","Swimming","Swimming Women's 400 metres Freestyle","Gold"
"33449","Janet Beth Evans","F","17","167","54","United States","USA","1988 Summer","1988","Summer","Seoul","Swimming","Swimming Women's 800 metres Freestyle","Gold"
"33449","Janet Beth Evans","F","17","167","54","United States","USA","1988 Summer","1988","Summer","Seoul","Swimming","Swimming Women's 400 metres Individual Medley","Gold"
"9645","Lynette ""Lyn"" Bell (-Chipchase)","F","17","167","57","Australia","AUS","1964 Summer","1964","Summer","Tokyo","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","Silver"
"23196","Marilyn Corson (-Whitney)","F","18","167","60","Canada","CAN","1968 Summer","1968","Summer","Mexico City","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","Bronze"
"31394","Gertrude Caroline ""Trudy"" Ederle","F","18","167","64","United States","USA","1924 Summer","1924","Summer","Paris","Swimming","Swimming Women's 100 metres Freestyle","Bronze"
"31394","Gertrude Caroline ""Trudy"" Ederle","F","18","167","64","United States","USA","1924 Summer","1924","Summer","Paris","Swimming","Swimming Women's 400 metres Freestyle","Bronze"
"17042","Byeon Cheon-Sa","F","18","167","58","South Korea","KOR","2006 Winter","2006","Winter","Torino","Short Track Speed Skating","Short Track Speed Skating Women's 3,000 metres Relay","Gold"
"23694","Lorraine Joyce Crapp (-Thurlow)","F","18","167","NA","Australia","AUS","1956 Summer","1956","Summer","Melbourne","Swimming","Swimming Women's 400 metres Freestyle","Gold"
"23694","Lorraine Joyce Crapp (-Thurlow)","F","18","167","NA","Australia","AUS","1956 Summer","1956","Summer","Melbourne","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","Gold"
"31394","Gertrude Caroline ""Trudy"" Ederle","F","18","167","64","United States","USA","1924 Summer","1924","Summer","Paris","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","Gold"
"23694","Lorraine Joyce Crapp (-Thurlow)","F","18","167","NA","Australia","AUS","1956 Summer","1956","Summer","Melbourne","Swimming","Swimming Women's 100 metres Freestyle","Silver"
"20291","Chen Xiaojun","F","19","167","104","China","CHN","2012 Summer","2012","Summer","London","Synchronized Swimming","Synchronized Swimming Women's Team","Silver"
"30070","Marie-ve Drolet","F","20","167","60","Canada","CAN","2002 Winter","2002","Winter","Salt Lake City","Short Track Speed Skating","Short Track Speed Skating Women's 3,000 metres Relay","Bronze"
"10360","Liubov Ivanivna Berezhna-Odynokova","F","20","167","61","Soviet Union","URS","1976 Summer","1976","Summer","Montreal","Handball","Handball Women's Handball","Gold"
"13643","Nino Borsari","M","20","167","NA","Italy","ITA","1932 Summer","1932","Summer","Los Angeles","Cycling","Cycling Men's Team Pursuit, 4,000 metres","Gold"
"28084","ngel Fabin Di Mara Hernndez","M","20","167","55","Argentina","ARG","2008 Summer","2008","Summer","Beijing","Football","Football Men's Football","Gold"
"33449","Janet Beth Evans","F","20","167","54","United States","USA","1992 Summer","1992","Summer","Barcelona","Swimming","Swimming Women's 800 metres Freestyle","Gold"
"14158","Adolphe Ren Bousquet","M","20","167","72","France","FRA","1920 Summer","1920","Summer","Antwerpen","Rugby","Rugby Men's Rugby","Silver"
"33449","Janet Beth Evans","F","20","167","54","United States","USA","1992 Summer","1992","Summer","Barcelona","Swimming","Swimming Women's 400 metres Freestyle","Silver"
"6034","Timothy ""Tim"" Austin","M","21","167","51","United States","USA","1992 Summer","1992","Summer","Barcelona","Boxing","Boxing Men's Flyweight","Bronze"
"11665","Andrew David Bird","M","21","167","50","New Zealand","NZL","1988 Summer","1988","Summer","Seoul","Rowing","Rowing Men's Coxed Fours","Bronze"
"19672","Erin Chan","F","21","167","55","Canada","CAN","2000 Summer","2000","Summer","Sydney","Synchronized Swimming","Synchronized Swimming Women's Team","Bronze"
"28980","Erin Patricia Dobratz (-McGregor)","F","21","167","63","United States","USA","2004 Summer","2004","Summer","Athina","Synchronized Swimming","Synchronized Swimming Women's Team","Bronze"
"31109","Kamil Aliyevich Dzhamaludinov","M","21","167","57","Russia","RUS","2000 Summer","2000","Summer","Sydney","Boxing","Boxing Men's Featherweight","Bronze"
"32703","Hans Enn","M","21","167","64","Austria","AUT","1980 Winter","1980","Winter","Lake Placid","Alpine Skiing","Alpine Skiing Men's Giant Slalom","Bronze"
"4165","Theresa Andrews","F","21","167","62","United States","USA","1984 Summer","1984","Summer","Los Angeles","Swimming","Swimming Women's 100 metres Backstroke","Gold"
"4165","Theresa Andrews","F","21","167","62","United States","USA","1984 Summer","1984","Summer","Los Angeles","Swimming","Swimming Women's 4 x 100 metres Medley Relay","Gold"
"18034","Michelle Edith Capes-Hager","F","21","167","62","Australia","AUS","1988 Summer","1988","Summer","Seoul","Hockey","Hockey Women's Hockey","Gold"
"25336","Tanvir Ahmad Dar","M","21","167","81","Pakistan","PAK","1968 Summer","1968","Summer","Mexico City","Hockey","Hockey Men's Hockey","Gold"
"9561","Tanith Jessica Louise Belbin","F","21","167","52","United States-1","USA","2006 Winter","2006","Winter","Torino","Figure Skating","Figure Skating Mixed Ice Dancing","Silver"
"9645","Lynette ""Lyn"" Bell (-Chipchase)","F","21","167","57","Australia","AUS","1968 Summer","1968","Summer","Mexico City","Swimming","Swimming Women's 4 x 100 metres Medley Relay","Silver"
"23631","Ren Crabos","M","21","167","68","France","FRA","1920 Summer","1920","Summer","Antwerpen","Rugby","Rugby Men's Rugby","Silver"
"23694","Lorraine Joyce Crapp (-Thurlow)","F","21","167","NA","Australia","AUS","1960 Summer","1960","Summer","Roma","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","Silver"
"27529","Viktor Leonidovich Demyanenko","M","21","167","60","Soviet Union","URS","1980 Summer","1980","Summer","Moskva","Boxing","Boxing Men's Lightweight","Silver"
"30933","Ramn Duvaln Carrin","M","21","167","51","Cuba","CUB","1976 Summer","1976","Summer","Montreal","Boxing","Boxing Men's Flyweight","Silver"
"32207","Elaine Estrela Moura","F","21","167","61","Brazil","BRA","2004 Summer","2004","Summer","Athina","Football","Football Women's Football","Silver"
"33477","Jay Thomas ""Tommy"" Evans","M","21","167","67","United States","USA","1952 Summer","1952","Summer","Helsinki","Wrestling","Wrestling Men's Lightweight, Freestyle","Silver"
"4951","Daphne Arden (-Slater)","F","22","167","60","Great Britain","GBR","1964 Summer","1964","Summer","Tokyo","Athletics","Athletics Women's 4 x 100 metres Relay","Bronze"
"11461","Hamide Bkn (-Tosun)","F","22","167","57","Turkey","TUR","2000 Summer","2000","Summer","Sydney","Taekwondo","Taekwondo Women's Featherweight","Bronze"
"14874","Bernard Brgeon","M","22","167","68","France","FRA","1984 Summer","1984","Summer","Los Angeles","Canoeing","Canoeing Men's Kayak Singles, 500 metres","Bronze"
"22706","Richard Carroll ""Dick"" Connor","M","22","167","64","United States","USA","1956 Summer","1956","Summer","Melbourne","Diving","Diving Men's Platform","Bronze"
"25687","Hannah Davis","F","22","167","70","Australia","AUS","2008 Summer","2008","Summer","Beijing","Canoeing","Canoeing Women's Kayak Fours, 500 metres","Bronze"
"8474","Raymond Henry ""Benny"" Bass","M","22","167","59","United States","USA","1932 Summer","1932","Summer","Los Angeles","Gymnastics","Gymnastics Men's Rope Climbing","Gold"
"22115","William Coales","M","22","167","56","Great Britain","GBR","1908 Summer","1908","Summer","London","Athletics","Athletics Men's 3 mile, Team","Gold"
"5307","Ins Arrondo","F","22","167","58","Argentina","ARG","2000 Summer","2000","Summer","Sydney","Hockey","Hockey Women's Hockey","Silver"
"13275","Omero Bonoli","M","22","167","NA","Italy","ITA","1932 Summer","1932","Summer","Los Angeles","Gymnastics","Gymnastics Men's Pommelled Horse","Silver"
"14874","Bernard Brgeon","M","22","167","68","France","FRA","1984 Summer","1984","Summer","Los Angeles","Canoeing","Canoeing Men's Kayak Doubles, 1,000 metres","Silver"
"548","Yekaterina Konstantinovna Abramova","F","23","167","65","Russia","RUS","2006 Winter","2006","Winter","Torino","Speed Skating","Speed Skating Women's Team Pursuit (6 laps)","Bronze"
"18708","Claire Rhiannon Carver-Dias","F","23","167","54","Canada","CAN","2000 Summer","2000","Summer","Sydney","Synchronized Swimming","Synchronized Swimming Women's Team","Bronze"
"23402","William ""Billy"" Cottrill","M","23","167","59","Great Britain","GBR","1912 Summer","1912","Summer","Stockholm","Athletics","Athletics Men's 3,000 metres, Team","Bronze"
"23402","William ""Billy"" Cottrill","M","23","167","59","Great Britain","GBR","1912 Summer","1912","Summer","Stockholm","Athletics","Athletics Men's Cross-Country, Team","Bronze"
"29512","Munkhbayar Dorjsuren","F","23","167","51","Mongolia","MGL","1992 Summer","1992","Summer","Barcelona","Shooting","Shooting Women's Sporting Pistol, 25 metres","Bronze"
"5396","Vladimir Nikolayevich Artyomov","M","23","167","63","Soviet Union","URS","1988 Summer","1988","Summer","Seoul","Gymnastics","Gymnastics Men's Individual All-Around","Gold"
"5396","Vladimir Nikolayevich Artyomov","M","23","167","63","Soviet Union","URS","1988 Summer","1988","Summer","Seoul","Gymnastics","Gymnastics Men's Team All-Around","Gold"
"5396","Vladimir Nikolayevich Artyomov","M","23","167","63","Soviet Union","URS","1988 Summer","1988","Summer","Seoul","Gymnastics","Gymnastics Men's Parallel Bars","Gold"
"5396","Vladimir Nikolayevich Artyomov","M","23","167","63","Soviet Union","URS","1988 Summer","1988","Summer","Seoul","Gymnastics","Gymnastics Men's Horizontal Bar","Gold"
"14972","Julie Bresset","F","23","167","53","France","FRA","2012 Summer","2012","Summer","London","Cycling","Cycling Women's Mountainbike, Cross-Country","Gold"
"18099","Oreste Capuzzo","M","23","167","NA","Italy","ITA","1932 Summer","1932","Summer","Los Angeles","Gymnastics","Gymnastics Men's Team All-Around","Gold"
"20239","Chen Longcan","M","23","167","55","China-1","CHN","1988 Summer","1988","Summer","Seoul","Table Tennis","Table Tennis Men's Doubles","Gold"
"33269","Roswitha Esser","F","23","167","67","Germany","GER","1964 Summer","1964","Summer","Tokyo","Canoeing","Canoeing Women's Kayak Doubles, 500 metres","Gold"
"1262","Sandra Aguilar Navarro","F","23","167","50","Spain","ESP","2016 Summer","2016","Summer","Rio de Janeiro","Rhythmic Gymnastics","Rhythmic Gymnastics Women's Group","Silver"
"3936","Jonna Andersson","F","23","167","61","Sweden","SWE","2016 Summer","2016","Summer","Rio de Janeiro","Football","Football Women's Football","Silver"
"5396","Vladimir Nikolayevich Artyomov","M","23","167","63","Soviet Union","URS","1988 Summer","1988","Summer","Seoul","Gymnastics","Gymnastics Men's Floor Exercise","Silver"
"14549","G. Alberto Braglia","M","23","167","NA","Italy","ITA","1906 Summer","1906","Summer","Athina","Gymnastics","Gymnastics Men's Individual All-Around","Silver"
"14549","G. Alberto Braglia","M","23","167","NA","Italy","ITA","1906 Summer","1906","Summer","Athina","Gymnastics","Gymnastics Men's Individual All-Around, 5 Events","Silver"
"4391","Vera Vasilyevna Anisimova (Mikheyeva-)","F","24","167","52","Soviet Union","URS","1976 Summer","1976","Summer","Montreal","Athletics","Athletics Women's 4 x 100 metres Relay","Bronze"
"4977","Yordanis Arencibia Verdecia","M","24","167","66","Cuba","CUB","2004 Summer","2004","Summer","Athina","Judo","Judo Men's Half-Lightweight","Bronze"
"5687","Sofia Assefa Abebe","F","24","167","52","Ethiopia","ETH","2012 Summer","2012","Summer","London","Athletics","Athletics Women's 3,000 metres Steeplechase","Bronze"
"28666","Margaret ""Margie"" Dingeldein","F","24","167","58","United States","USA","2004 Summer","2004","Summer","Athina","Water Polo","Water Polo Women's Water Polo","Bronze"
"29001","Dmitry Mikhaylovich Dobroskok","M","24","167","57","Russia","RUS","2008 Summer","2008","Summer","Beijing","Diving","Diving Men's Synchronized Platform","Bronze"
"6278","Sarah Lianne Ayton (-Dempsey)","F","24","167","63","Great Britain","GBR","2004 Summer","2004","Summer","Athina","Sailing","Sailing Women's Three Person Keelboat","Gold"
"10360","Liubov Ivanivna Berezhna-Odynokova","F","24","167","61","Soviet Union","URS","1980 Summer","1980","Summer","Moskva","Handball","Handball Women's Handball","Gold"
"14158","Adolphe Ren Bousquet","M","24","167","72","France","FRA","1924 Summer","1924","Summer","Paris","Rugby","Rugby Men's Rugby","Silver"
"24422","Nina Curtis","F","24","167","68","Australia","AUS","2012 Summer","2012","Summer","London","Sailing","Sailing Women's Three Person Keelboat","Silver"
"8725","Viola Bauer","F","25","167","61","Germany","GER","2002 Winter","2002","Winter","Salt Lake City","Cross Country Skiing","Cross Country Skiing Women's 5/5 kilometres Pursuit","Bronze"
"8915","Lisa Jayne Bayliss","F","25","167","68","Great Britain","GBR","1992 Summer","1992","Summer","Barcelona","Hockey","Hockey Women's Hockey","Bronze"
"18295","Agnete Synnve Carlsen","F","25","167","61","Norway","NOR","1996 Summer","1996","Summer","Atlanta","Football","Football Women's Football","Bronze"
"7068","Jill Bakken (-Linder)","F","25","167","65","United States-2","USA","2002 Winter","2002","Winter","Salt Lake City","Bobsleigh","Bobsleigh Women's Two","Gold"
"8725","Viola Bauer","F","25","167","61","Germany","GER","2002 Winter","2002","Winter","Salt Lake City","Cross Country Skiing","Cross Country Skiing Women's 4 x 5 kilometres Relay","Gold"
"10216","Robert John ""Bobby"" Benson","M","25","167","61","Canada","CAN","1920 Summer","1920","Summer","Antwerpen","Ice Hockey","Ice Hockey Men's Ice Hockey","Gold"
"14549","G. Alberto Braglia","M","25","167","NA","Italy","ITA","1908 Summer","1908","Summer","London","Gymnastics","Gymnastics Men's Individual All-Around","Gold"
"22889","Nicole Denise Cooke","F","25","167","58","Great Britain","GBR","2008 Summer","2008","Summer","Beijing","Cycling","Cycling Women's Road Race, Individual","Gold"
"29464","Natalia Dorado Gmez","F","25","167","62","Spain","ESP","1992 Summer","1992","Summer","Barcelona","Hockey","Hockey Women's Hockey","Gold"
"339","Namiq Yadulla Abdullayev","M","25","167","55","Azerbaijan","AZE","1996 Summer","1996","Summer","Atlanta","Wrestling","Wrestling Men's Flyweight, Freestyle","Silver"
"17637","Brett Camerota","M","25","167","59","United States","USA","2010 Winter","2010","Winter","Vancouver","Nordic Combined","Nordic Combined Men's Team","Silver"
"4617","Aleksandr Aleksandrovich Anufriyev","M","26","167","63","Soviet Union","URS","1952 Summer","1952","Summer","Helsinki","Athletics","Athletics Men's 10,000 metres","Bronze"
"5307","Ins Arrondo","F","26","167","58","Argentina","ARG","2004 Summer","2004","Summer","Athina","Hockey","Hockey Women's Hockey","Bronze"
"9438","Gnter Beier","M","26","167","61","East Germany","GDR","1968 Summer","1968","Summer","Mexico City","Gymnastics","Gymnastics Men's Team All-Around","Bronze"
"10381","Eero Edvin Berg","M","26","167","58","Finland","FIN","1924 Summer","1924","Summer","Paris","Athletics","Athletics Men's 10,000 metres","Bronze"
"14025","Khalid Boulami","M","26","167","60","Morocco","MAR","1996 Summer","1996","Summer","Atlanta","Athletics","Athletics Men's 5,000 metres","Bronze"
"14257","Jodie Bowering","F","26","167","67","Australia","AUS","2008 Summer","2008","Summer","Beijing","Softball","Softball Women's Softball","Bronze"
"6887","Christina ""Chris"" Bailey","F","26","167","73","United States","USA","1998 Winter","1998","Winter","Nagano","Ice Hockey","Ice Hockey Women's Ice Hockey","Gold"
"10381","Eero Edvin Berg","M","26","167","58","Finland","FIN","1924 Summer","1924","Summer","Paris","Athletics","Athletics Men's Cross-Country, Team","Gold"
"12712","Anna Ivanovna Bogaly-Titovets","F","26","167","58","Russia","RUS","2006 Winter","2006","Winter","Torino","Biathlon","Biathlon Women's 4 x 6 kilometres Relay","Gold"
"13233","Franois Bonlieu","M","26","167","60","France","FRA","1964 Winter","1964","Winter","Innsbruck","Alpine Skiing","Alpine Skiing Men's Giant Slalom","Gold"
"17233","Ernest Cadine","M","26","167","82","France","FRA","1920 Summer","1920","Summer","Antwerpen","Weightlifting","Weightlifting Men's Light-Heavyweight","Gold"
"18757","Caroline Casaretto","F","26","167","64","Germany","GER","2004 Summer","2004","Summer","Athina","Hockey","Hockey Women's Hockey","Gold"
"9210","Marion Becker (Steiner-)","F","26","167","63","West Germany","FRG","1976 Summer","1976","Summer","Montreal","Athletics","Athletics Women's Javelin Throw","Silver"
"12884","Wilson Boit Kipketer","M","26","167","52","Kenya","KEN","2000 Summer","2000","Summer","Sydney","Athletics","Athletics Men's 3,000 metres Steeplechase","Silver"
"16980","Nataliya Anatolyevna Butuzova","F","26","167","58","Soviet Union","URS","1980 Summer","1980","Summer","Moskva","Archery","Archery Women's Individual","Silver"
"25716","Nicole Marie Davis","F","26","167","66","United States","USA","2008 Summer","2008","Summer","Beijing","Volleyball","Volleyball Women's Volleyball","Silver"
"13908","Ins Boubakri","F","27","167","56","Tunisia","TUN","2016 Summer","2016","Summer","Rio de Janeiro","Fencing","Fencing Women's Foil, Individual","Bronze"
"25302","Alexandra Mary L. ""Alex"" Danson","F","27","167","56","Great Britain","GBR","2012 Summer","2012","Summer","London","Hockey","Hockey Women's Hockey","Bronze"
"15755","Jennifer Lyn Brundage","F","27","167","74","United States","USA","2000 Summer","2000","Summer","Sydney","Softball","Softball Women's Softball","Gold"
"16717","Leslie Michele Burr-Howard (-Leneghan-)","F","27","167","55","United States","USA","1984 Summer","1984","Summer","Los Angeles","Equestrianism","Equestrianism Mixed Jumping, Team","Gold"
"33269","Roswitha Esser","F","27","167","67","West Germany","FRG","1968 Summer","1968","Summer","Mexico City","Canoeing","Canoeing Women's Kayak Doubles, 500 metres","Gold"
"23387","Aleksandra Cotti","F","27","167","65","Italy","ITA","2016 Summer","2016","Summer","Rio de Janeiro","Water Polo","Water Polo Women's Water Polo","Silver"
"24754","Vencelas Dabaya Tientcheu","M","27","167","69","France","FRA","2008 Summer","2008","Summer","Beijing","Weightlifting","Weightlifting Men's Lightweight","Silver"
"30767","Maryvonne Dupureur (Samson-)","F","27","167","58","France","FRA","1964 Summer","1964","Summer","Tokyo","Athletics","Athletics Women's 800 metres","Silver"
"4977","Yordanis Arencibia Verdecia","M","28","167","66","Cuba","CUB","2008 Summer","2008","Summer","Beijing","Judo","Judo Men's Half-Lightweight","Bronze"
"6278","Sarah Lianne Ayton (-Dempsey)","F","28","167","63","Great Britain","GBR","2008 Summer","2008","Summer","Beijing","Sailing","Sailing Women's Three Person Keelboat","Gold"
"31023","Yekaterina Vladimirovna Dyachenko","F","28","167","53","Russia","RUS","2016 Summer","2016","Summer","Rio de Janeiro","Fencing","Fencing Women's Sabre, Team","Gold"
"4391","Vera Vasilyevna Anisimova (Mikheyeva-)","F","28","167","52","Soviet Union","URS","1980 Summer","1980","Summer","Moskva","Athletics","Athletics Women's 4 x 100 metres Relay","Silver"
"33045","eref Erolu","M","28","167","66","Turkey","TUR","2004 Summer","2004","Summer","Athina","Wrestling","Wrestling Men's Welterweight, Greco-Roman","Silver"
"4644","Seiji Aochi","M","29","167","66","Japan","JPN","1972 Winter","1972","Winter","Sapporo","Ski Jumping","Ski Jumping Men's Normal Hill, Individual","Bronze"
"15557","Laura Brown","F","29","167","61","Canada","CAN","2016 Summer","2016","Summer","Rio de Janeiro","Cycling","Cycling Women's Team Pursuit","Bronze"
"22828","Sally Conway","F","29","167","70","Great Britain","GBR","2016 Summer","2016","Summer","Rio de Janeiro","Judo","Judo Women's Middleweight","Bronze"
"339","Namiq Yadulla Abdullayev","M","29","167","55","Azerbaijan","AZE","2000 Summer","2000","Summer","Sydney","Wrestling","Wrestling Men's Bantamweight, Freestyle","Gold"
"14549","G. Alberto Braglia","M","29","167","NA","Italy","ITA","1912 Summer","1912","Summer","Stockholm","Gymnastics","Gymnastics Men's Individual All-Around","Gold"
"14549","G. Alberto Braglia","M","29","167","NA","Italy","ITA","1912 Summer","1912","Summer","Stockholm","Gymnastics","Gymnastics Men's Team All-Around","Gold"
"8725","Viola Bauer","F","29","167","61","Germany","GER","2006 Winter","2006","Winter","Torino","Cross Country Skiing","Cross Country Skiing Women's 4 x 5 kilometres Relay","Silver"
"29282","Slvia Domnguez Fernndez","F","29","167","64","Spain","ESP","2016 Summer","2016","Summer","Rio de Janeiro","Basketball","Basketball Women's Basketball","Silver"
"31610","Leslie Jean Egnot","F","29","167","NA","New Zealand","NZL","1992 Summer","1992","Summer","Barcelona","Sailing","Sailing Women's Two Person Dinghy","Silver"
"4859","Adriana dos Santos Arajo","F","30","167","60","Brazil","BRA","2012 Summer","2012","Summer","London","Boxing","Boxing Women's Lightweight","Bronze"
"12712","Anna Ivanovna Bogaly-Titovets","F","30","167","58","Russia","RUS","2010 Winter","2010","Winter","Vancouver","Biathlon","Biathlon Women's 4 x 6 kilometres Relay","Gold"
"6887","Christina ""Chris"" Bailey","F","30","167","73","United States","USA","2002 Winter","2002","Winter","Salt Lake City","Ice Hockey","Ice Hockey Women's Ice Hockey","Silver"
"25716","Nicole Marie Davis","F","30","167","66","United States","USA","2012 Summer","2012","Summer","London","Volleyball","Volleyball Women's Volleyball","Silver"
"25735","Pauline Elaine Davis-Thompson","F","30","167","57","Bahamas","BAH","1996 Summer","1996","Summer","Atlanta","Athletics","Athletics Women's 4 x 100 metres Relay","Silver"
"8849","Florence  Andre Isabelle Baverel-Robert","F","31","167","60","France","FRA","2006 Winter","2006","Winter","Torino","Biathlon","Biathlon Women's 4 x 6 kilometres Relay","Bronze"
"8849","Florence  Andre Isabelle Baverel-Robert","F","31","167","60","France","FRA","2006 Winter","2006","Winter","Torino","Biathlon","Biathlon Women's 7.5 kilometres Sprint","Gold"
"25302","Alexandra Mary L. ""Alex"" Danson","F","31","167","56","Great Britain","GBR","2016 Summer","2016","Summer","Rio de Janeiro","Hockey","Hockey Women's Hockey","Gold"
"4607","Kaarlo Johan Jalmari ""Kalle"" Anttila","M","32","167","64","Finland","FIN","1920 Summer","1920","Summer","Antwerpen","Wrestling","Wrestling Men's Lightweight, Freestyle","Gold"
"4860","Alexandra Araujo","F","32","167","67","Italy","ITA","2004 Summer","2004","Summer","Athina","Water Polo","Water Polo Women's Water Polo","Gold"
"30070","Marie-ve Drolet","F","32","167","60","Canada","CAN","2014 Winter","2014","Winter","Sochi","Short Track Speed Skating","Short Track Speed Skating Women's 3,000 metres Relay","Silver"
"10425","Stig Andr Berge","M","33","167","60","Norway","NOR","2016 Summer","2016","Summer","Rio de Janeiro","Wrestling","Wrestling Men's Featherweight, Greco-Roman","Bronze"
"10766","Hedda Helene Berntsen","F","33","167","62","Norway","NOR","2010 Winter","2010","Winter","Vancouver","Freestyle Skiing","Freestyle Skiing Women's Ski Cross","Silver"
"2930","Carmela Allucci","F","34","167","60","Italy","ITA","2004 Summer","2004","Summer","Athina","Water Polo","Water Polo Women's Water Polo","Gold"
"25735","Pauline Elaine Davis-Thompson","F","34","167","57","Bahamas","BAH","2000 Summer","2000","Summer","Sydney","Athletics","Athletics Women's 200 metres","Gold"
"25735","Pauline Elaine Davis-Thompson","F","34","167","57","Bahamas","BAH","2000 Summer","2000","Summer","Sydney","Athletics","Athletics Women's 4 x 100 metres Relay","Gold"
"4607","Kaarlo Johan Jalmari ""Kalle"" Anttila","M","36","167","64","Finland","FIN","1924 Summer","1924","Summer","Paris","Wrestling","Wrestling Men's Featherweight, Greco-Roman","Gold"
"11047","Janice ""Jan"" Betker","F","37","167","64","Canada","CAN","1998 Winter","1998","Winter","Nagano","Curling","Curling Women's Curling","Gold"
"29512","Munkhbayar Dorjsuren","F","39","167","51","Germany","GER","2008 Summer","2008","Summer","Beijing","Shooting","Shooting Women's Sporting Pistol, 25 metres","Bronze"
"16717","Leslie Michele Burr-Howard (-Leneghan-)","F","39","167","55","United States","USA","1996 Summer","1996","Summer","Atlanta","Equestrianism","Equestrianism Mixed Jumping, Team","Silver"
"12278","Susan M. Blinks","F","42","167","68","United States","USA","2000 Summer","2000","Summer","Sydney","Equestrianism","Equestrianism Mixed Dressage, Team","Bronze"
"1595","Hseyin Akba","M","NA","167","57","Turkey","TUR","1956 Summer","1956","Summer","Melbourne","Wrestling","Wrestling Men's Flyweight, Freestyle","Bronze"
"1595","Hseyin Akba","M","NA","167","57","Turkey","TUR","1964 Summer","1964","Summer","Tokyo","Wrestling","Wrestling Men's Bantamweight, Freestyle","Silver"
"26731","Donna Elizabeth de Varona (-Pinto)","F","13","168","61","United States","USA","1960 Summer","1960","Summer","Roma","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","Gold"
"31161","Irina Yuryevna Dzyuba","F","15","168","42","Russia","RUS","1996 Summer","1996","Summer","Atlanta","Rhythmic Gymnastics","Rhythmic Gymnastics Women's Group","Bronze"
"14990","Grit Breuer (-Springstein)","F","16","168","63","East Germany","GDR","1988 Summer","1988","Summer","Seoul","Athletics","Athletics Women's 4 x 400 metres Relay","Bronze"
"23421","Angela Denise Coughlan (-Arusoo, -Sharp)","F","16","168","59","Canada","CAN","1968 Summer","1968","Summer","Mexico City","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","Bronze"
"26210","Regina Constance ""Reggie"" de Jong","F","16","168","55","Netherlands","NED","1980 Summer","1980","Summer","Moskva","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","Bronze"
"12113","Elisa Blanchi","F","16","168","49","Italy","ITA","2004 Summer","2004","Summer","Athina","Rhythmic Gymnastics","Rhythmic Gymnastics Women's Group","Silver"
"20306","Chen Yan","F","17","168","59","China","CHN","1996 Summer","1996","Summer","Atlanta","Swimming","Swimming Women's 4 x 100 metres Medley Relay","Bronze"
"21779","Barbara Lynne Clark (-Parolin)","F","17","168","61","Canada","CAN","1976 Summer","1976","Summer","Montreal","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","Bronze"
"19733","Jennifer Kay Bellamy Chandler","F","17","168","52","United States","USA","1976 Summer","1976","Summer","Montreal","Diving","Diving Women's Springboard","Gold"
"26731","Donna Elizabeth de Varona (-Pinto)","F","17","168","61","United States","USA","1964 Summer","1964","Summer","Tokyo","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","Gold"
"26731","Donna Elizabeth de Varona (-Pinto)","F","17","168","61","United States","USA","1964 Summer","1964","Summer","Tokyo","Swimming","Swimming Women's 400 metres Individual Medley","Gold"
"14374","Raelene Ann Boyle","F","17","168","57","Australia","AUS","1968 Summer","1968","Summer","Mexico City","Athletics","Athletics Women's 200 metres","Silver"
"1181","Meghan Christina Agosta (-Marciano)","F","18","168","67","Canada","CAN","2006 Winter","2006","Winter","Torino","Ice Hockey","Ice Hockey Women's Ice Hockey","Gold"
"11739","Vera Leonidovna Biryukova","F","18","168","47","Russia","RUS","2016 Summer","2016","Summer","Rio de Janeiro","Rhythmic Gymnastics","Rhythmic Gymnastics Women's Group","Gold"
"19569","Louis Chaillot","M","18","168","67","France","FRA","1932 Summer","1932","Summer","Los Angeles","Cycling","Cycling Men's Tandem Sprint, 2,000 metres","Gold"
"17289","Cai Tongtong","F","18","168","48","China","CHN","2008 Summer","2008","Summer","Beijing","Rhythmic Gymnastics","Rhythmic Gymnastics Women's Group","Silver"
"17755","Veronica Angella Campbell-Brown","F","18","168","58","Jamaica","JAM","2000 Summer","2000","Summer","Sydney","Athletics","Athletics Women's 4 x 100 metres Relay","Silver"
"19569","Louis Chaillot","M","18","168","67","France","FRA","1932 Summer","1932","Summer","Los Angeles","Cycling","Cycling Men's Sprint","Silver"
"9460","Elizabeth Lyon Beisel","F","19","168","68","United States","USA","2012 Summer","2012","Summer","London","Swimming","Swimming Women's 200 metres Backstroke","Bronze"
"18040","Joaqun Capilla Prez","M","19","168","NA","Mexico","MEX","1948 Summer","1948","Summer","London","Diving","Diving Men's Platform","Bronze"
